Month,Agency,Projection,Recovery
9/1/2023,LIRR,Best Case (Dec 2020),0.86
9/1/2023,LIRR,Midpoint (Dec 2020),0.785
9/1/2023,LIRR,Worst Case (Dec 2020),0.71
9/1/2023,LIRR,Best Case (Apr 2022),0.744
9/1/2023,LIRR,Worst Case (Apr 2022),0.633
9/1/2023,MNR,Best Case (Dec 2020),0.83
9/1/2023,MNR,Midpoint (Dec 2020),0.74
9/1/2023,MNR,Worst Case (Dec 2020),0.65
9/1/2023,MNR,Best Case (Apr 2022),0.701
9/1/2023,MNR,Midpoint (Apr 2022),0.6375
9/1/2023,MNR,Worst Case (Apr 2022),0.574
9/1/2023,SIR,Best Case (Dec 2020),0.91
9/1/2023,SIR,Midpoint (Dec 2020),0.865
9/1/2023,SIR,Worst Case (Dec 2020),0.82
9/1/2023,SIR,Best Case (Apr 2022),0.75
9/1/2023,SIR,Midpoint (Apr 2022),0.6432
9/1/2023,SIR,Worst Case (Apr 2022),0.643
9/1/2023,BT,Best Case (May 2020),1
9/1/2023,BT,Midpoint (May 2020),1
9/1/2023,BT,Worst Case (May 2020),1
9/1/2023,BT,Best Case (Nov 2020),1
9/1/2023,BT,Midpoint (Nov 2020),0.97
9/1/2023,BT,Worst Case (Nov 2020),0.94
9/1/2023,BT,Best Case (Dec 2020),1
9/1/2023,BT,Midpoint (Dec 2020),0.97
9/1/2023,BT,Worst Case (Dec 2020),0.94
9/1/2023,MTA Consolidated,Best Case (May 2020),1
9/1/2023,MTA Consolidated,Midpoint (May 2020),1
9/1/2023,MTA Consolidated,Worst Case (May 2020),1
9/1/2023,MTA Consolidated,Best Case (Nov 2020),0.91
9/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.815
9/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.72
9/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
9/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
9/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
9/1/2023,MTA Consolidated,Best Case (Apr 2022),0.758
9/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.703
9/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.648
10/1/2023,Subway,Best Case (Dec 2020),0.91
10/1/2023,Subway,Midpoint (Dec 2020),0.865
10/1/2023,Subway,Worst Case (Dec 2020),0.82
10/1/2023,Subway,Best Case (Apr 2022),0.765
10/1/2023,Subway,Midpoint (Apr 2022),0.7087
10/1/2023,Subway,Worst Case (Apr 2022),0.653
10/1/2023,Bus,Best Case (Dec 2020),0.9
10/1/2023,Bus,Midpoint (Dec 2020),0.865
10/1/2023,Bus,Worst Case (Dec 2020),0.83
10/1/2023,Bus,Best Case (Apr 2022),0.801
10/1/2023,Bus,Midpoint (Apr 2022),0.741
10/1/2023,Bus,Worst Case (Apr 2022),0.681
10/1/2023,LIRR,Best Case (Dec 2020),0.86
10/1/2023,LIRR,Midpoint (Dec 2020),0.785
10/1/2023,LIRR,Worst Case (Dec 2020),0.71
10/1/2023,LIRR,Best Case (Apr 2022),0.758
10/1/2023,LIRR,Midpoint (Apr 2022),0.7032
10/1/2023,LIRR,Worst Case (Apr 2022),0.649
10/1/2023,MNR,Best Case (Dec 2020),0.83
10/1/2023,MNR,Midpoint (Dec 2020),0.74
10/1/2023,MNR,Worst Case (Dec 2020),0.65
10/1/2023,MNR,Best Case (Apr 2022),0.718
10/1/2023,MNR,Midpoint (Apr 2022),0.6525
10/1/2023,MNR,Worst Case (Apr 2022),0.587
10/1/2023,SIR,Best Case (Dec 2020),0.91
10/1/2023,SIR,Midpoint (Dec 2020),0.865
10/1/2023,SIR,Worst Case (Dec 2020),0.82
10/1/2023,SIR,Best Case (Apr 2022),0.765
10/1/2023,SIR,Midpoint (Apr 2022),0.6528
10/1/2023,SIR,Worst Case (Apr 2022),0.653
10/1/2023,BT,Best Case (May 2020),1
10/1/2023,BT,Midpoint (May 2020),1
10/1/2023,BT,Worst Case (May 2020),1
10/1/2023,BT,Best Case (Nov 2020),1
10/1/2023,BT,Midpoint (Nov 2020),0.97
10/1/2023,BT,Worst Case (Nov 2020),0.94
10/1/2023,BT,Best Case (Dec 2020),1
10/1/2023,BT,Midpoint (Dec 2020),0.97
10/1/2023,BT,Worst Case (Dec 2020),0.94
10/1/2023,MTA Consolidated,Best Case (May 2020),1
10/1/2023,MTA Consolidated,Midpoint (May 2020),1
10/1/2023,MTA Consolidated,Worst Case (May 2020),1
10/1/2023,MTA Consolidated,Best Case (Nov 2020),0.91
10/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.825
10/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.74
10/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
10/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
10/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
10/1/2023,MTA Consolidated,Best Case (Apr 2022),0.772
10/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.715
10/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.657
11/1/2023,Subway,Best Case (Dec 2020),0.91
11/1/2023,Subway,Midpoint (Dec 2020),0.865
11/1/2023,Subway,Worst Case (Dec 2020),0.82
11/1/2023,Subway,Best Case (Apr 2022),0.767
11/1/2023,Subway,Midpoint (Apr 2022),0.7092
11/1/2023,Subway,Worst Case (Apr 2022),0.651
11/1/2023,Bus,Best Case (Dec 2020),0.9
11/1/2023,Bus,Midpoint (Dec 2020),0.865
11/1/2023,Bus,Worst Case (Dec 2020),0.83
11/1/2023,Bus,Best Case (Apr 2022),0.802
11/1/2023,Bus,Midpoint (Apr 2022),0.7408
11/1/2023,Bus,Worst Case (Apr 2022),0.68
11/1/2023,LIRR,Best Case (Dec 2020),0.86
11/1/2023,LIRR,Midpoint (Dec 2020),0.785
11/1/2023,LIRR,Worst Case (Dec 2020),0.71
11/1/2023,LIRR,Best Case (Apr 2022),0.766
11/1/2023,LIRR,Midpoint (Apr 2022),0.7068
11/1/2023,LIRR,Worst Case (Apr 2022),0.647
11/1/2023,MNR,Best Case (Dec 2020),0.83
11/1/2023,MNR,Midpoint (Dec 2020),0.74
11/1/2023,MNR,Worst Case (Dec 2020),0.65
11/1/2023,MNR,Best Case (Apr 2022),0.726
11/1/2023,MNR,Midpoint (Apr 2022),0.656
11/1/2023,MNR,Worst Case (Apr 2022),0.586
11/1/2023,SIR,Best Case (Dec 2020),0.91
11/1/2023,SIR,Midpoint (Dec 2020),0.865
11/1/2023,SIR,Worst Case (Dec 2020),0.82
11/1/2023,SIR,Best Case (Apr 2022),0.767
11/1/2023,SIR,Midpoint (Apr 2022),0.6515
11/1/2023,SIR,Worst Case (Apr 2022),0.651
11/1/2023,BT,Best Case (May 2020),1
11/1/2023,BT,Midpoint (May 2020),1
11/1/2023,BT,Worst Case (May 2020),1
11/1/2023,BT,Best Case (Nov 2020),1
11/1/2023,BT,Midpoint (Nov 2020),0.97
11/1/2023,BT,Worst Case (Nov 2020),0.94
11/1/2023,BT,Best Case (Dec 2020),1
11/1/2023,BT,Midpoint (Dec 2020),0.97
11/1/2023,BT,Worst Case (Dec 2020),0.94
11/1/2023,MTA Consolidated,Best Case (May 2020),1
11/1/2023,MTA Consolidated,Midpoint (May 2020),1
11/1/2023,MTA Consolidated,Worst Case (May 2020),1
11/1/2023,MTA Consolidated,Best Case (Nov 2020),0.91
11/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.825
11/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.74
11/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
11/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
11/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
11/1/2023,MTA Consolidated,Best Case (Apr 2022),0.774
11/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.715
11/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.656
12/1/2023,Subway,Best Case (Dec 2020),0.91
12/1/2023,Subway,Midpoint (Dec 2020),0.865
12/1/2023,Subway,Worst Case (Dec 2020),0.82
12/1/2023,Subway,Best Case (Apr 2022),0.769
12/1/2023,Subway,Midpoint (Apr 2022),0.7097
12/1/2023,Subway,Worst Case (Apr 2022),0.65
12/1/2023,Bus,Best Case (Dec 2020),0.9
12/1/2023,Bus,Midpoint (Dec 2020),0.865
12/1/2023,Bus,Worst Case (Dec 2020),0.83
12/1/2023,Bus,Best Case (Apr 2022),0.803
12/1/2023,Bus,Midpoint (Apr 2022),0.7406
12/1/2023,Bus,Worst Case (Apr 2022),0.678
12/1/2023,LIRR,Best Case (Dec 2020),0.86
12/1/2023,LIRR,Midpoint (Dec 2020),0.785
12/1/2023,LIRR,Worst Case (Dec 2020),0.71
12/1/2023,LIRR,Best Case (Apr 2022),0.775
12/1/2023,LIRR,Midpoint (Apr 2022),0.7103
12/1/2023,LIRR,Worst Case (Apr 2022),0.646
12/1/2023,MNR,Best Case (Dec 2020),0.83
12/1/2023,MNR,Midpoint (Dec 2020),0.74
12/1/2023,MNR,Worst Case (Dec 2020),0.65
12/1/2023,MNR,Best Case (Apr 2022),0.734
12/1/2023,MNR,Midpoint (Apr 2022),0.6595
12/1/2023,MNR,Worst Case (Apr 2022),0.585
12/1/2023,SIR,Best Case (Dec 2020),0.91
12/1/2023,SIR,Midpoint (Dec 2020),0.865
12/1/2023,SIR,Worst Case (Dec 2020),0.82
12/1/2023,SIR,Best Case (Apr 2022),0.769
12/1/2023,SIR,Midpoint (Apr 2022),0.6502
12/1/2023,SIR,Worst Case (Apr 2022),0.65
12/1/2023,BT,Best Case (May 2020),1
12/1/2023,BT,Midpoint (May 2020),1
12/1/2023,BT,Worst Case (May 2020),1
12/1/2023,BT,Best Case (Nov 2020),1
12/1/2023,BT,Midpoint (Nov 2020),0.97
12/1/2023,BT,Worst Case (Nov 2020),0.94
12/1/2023,BT,Best Case (Dec 2020),1
12/1/2023,BT,Midpoint (Dec 2020),0.97
12/1/2023,BT,Worst Case (Dec 2020),0.94
12/1/2023,MTA Consolidated,Best Case (May 2020),1
12/1/2023,MTA Consolidated,Midpoint (May 2020),1
12/1/2023,MTA Consolidated,Worst Case (May 2020),1
12/1/2023,MTA Consolidated,Best Case (Nov 2020),0.91
12/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.825
12/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.74
12/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
12/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
12/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
12/1/2023,MTA Consolidated,Best Case (Apr 2022),0.777
12/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.716
12/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.655
1/1/2024,Subway,Best Case (Dec 2020),0.92
1/1/2024,Subway,Midpoint (Dec 2020),0.875
1/1/2024,Subway,Worst Case (Dec 2020),0.83
1/1/2024,Subway,Best Case (Apr 2022),0.772
1/1/2024,Subway,Midpoint (Apr 2022),0.7089
1/1/2024,Subway,Worst Case (Apr 2022),0.646
1/1/2024,Bus,Best Case (Dec 2020),0.91
1/1/2024,Bus,Midpoint (Dec 2020),0.875
1/1/2024,Bus,Worst Case (Dec 2020),0.84
1/1/2024,Bus,Best Case (Apr 2022),0.796
1/1/2024,Bus,Midpoint (Apr 2022),0.7326
1/1/2024,Bus,Worst Case (Apr 2022),0.669
1/1/2024,LIRR,Best Case (Dec 2020),0.87
1/1/2024,LIRR,Midpoint (Dec 2020),0.795
1/1/2024,LIRR,Worst Case (Dec 2020),0.72
1/1/2024,LIRR,Best Case (Apr 2022),0.791
1/1/2024,LIRR,Midpoint (Apr 2022),0.7163
1/1/2024,LIRR,Worst Case (Apr 2022),0.642
1/1/2024,MNR,Best Case (Dec 2020),0.83
1/1/2024,MNR,Midpoint (Dec 2020),0.74
1/1/2024,MNR,Worst Case (Dec 2020),0.65
1/1/2024,MNR,Best Case (Apr 2022),0.75
1/1/2024,MNR,Midpoint (Apr 2022),0.6661
1/1/2024,MNR,Worst Case (Apr 2022),0.582
1/1/2024,SIR,Best Case (Dec 2020),0.92
1/1/2024,SIR,Midpoint (Dec 2020),0.875
1/1/2024,SIR,Worst Case (Dec 2020),0.83
1/1/2024,SIR,Best Case (Apr 2022),0.772
1/1/2024,SIR,Midpoint (Apr 2022),0.6458
1/1/2024,SIR,Worst Case (Apr 2022),0.646
1/1/2024,BT,Best Case (May 2020),1
1/1/2024,BT,Midpoint (May 2020),1
1/1/2024,BT,Worst Case (May 2020),1
1/1/2024,BT,Best Case (Nov 2020),1
1/1/2024,BT,Midpoint (Nov 2020),0.97
1/1/2024,BT,Worst Case (Nov 2020),0.94
1/1/2024,BT,Best Case (Dec 2020),1
1/1/2024,BT,Midpoint (Dec 2020),0.97
1/1/2024,BT,Worst Case (Dec 2020),0.94
1/1/2024,MTA Consolidated,Best Case (May 2020),1
1/1/2024,MTA Consolidated,Midpoint (May 2020),1
1/1/2024,MTA Consolidated,Worst Case (May 2020),1
1/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
1/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.84
1/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.76
1/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
1/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
1/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
1/1/2024,MTA Consolidated,Best Case (Apr 2022),0.778
1/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.714
1/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.649
2/1/2024,Subway,Best Case (Dec 2020),0.92
2/1/2024,Subway,Midpoint (Dec 2020),0.875
2/1/2024,Subway,Worst Case (Dec 2020),0.83
2/1/2024,Subway,Best Case (Apr 2022),0.774
2/1/2024,Subway,Midpoint (Apr 2022),0.7108
2/1/2024,Subway,Worst Case (Apr 2022),0.648
2/1/2024,Bus,Best Case (Dec 2020),0.91
2/1/2024,Bus,Midpoint (Dec 2020),0.875
2/1/2024,Bus,Worst Case (Dec 2020),0.84
2/1/2024,Bus,Best Case (Apr 2022),0.805
2/1/2024,Bus,Midpoint (Apr 2022),0.7403
2/1/2024,Bus,Worst Case (Apr 2022),0.676
2/1/2024,LIRR,Best Case (Dec 2020),0.87
2/1/2024,LIRR,Midpoint (Dec 2020),0.795
2/1/2024,LIRR,Worst Case (Dec 2020),0.72
2/1/2024,LIRR,Best Case (Apr 2022),0.793
2/1/2024,LIRR,Midpoint (Apr 2022),0.7175
2/1/2024,LIRR,Worst Case (Apr 2022),0.642
2/1/2024,MNR,Best Case (Dec 2020),0.83
2/1/2024,MNR,Midpoint (Dec 2020),0.74
2/1/2024,MNR,Worst Case (Dec 2020),0.65
2/1/2024,MNR,Best Case (Apr 2022),0.751
2/1/2024,MNR,Midpoint (Apr 2022),0.6665
2/1/2024,MNR,Worst Case (Apr 2022),0.582
2/1/2024,SIR,Best Case (Dec 2020),0.92
2/1/2024,SIR,Midpoint (Dec 2020),0.875
2/1/2024,SIR,Worst Case (Dec 2020),0.83
2/1/2024,SIR,Best Case (Apr 2022),0.774
2/1/2024,SIR,Midpoint (Apr 2022),0.6475
2/1/2024,SIR,Worst Case (Apr 2022),0.648
2/1/2024,BT,Best Case (May 2020),1
2/1/2024,BT,Midpoint (May 2020),1
2/1/2024,BT,Worst Case (May 2020),1
2/1/2024,BT,Best Case (Nov 2020),1
2/1/2024,BT,Midpoint (Nov 2020),0.97
2/1/2024,BT,Worst Case (Nov 2020),0.94
2/1/2024,BT,Best Case (Dec 2020),1
2/1/2024,BT,Midpoint (Dec 2020),0.97
2/1/2024,BT,Worst Case (Dec 2020),0.94
2/1/2024,MTA Consolidated,Best Case (May 2020),1
2/1/2024,MTA Consolidated,Midpoint (May 2020),1
2/1/2024,MTA Consolidated,Worst Case (May 2020),1
2/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
2/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.84
2/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.76
2/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
2/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
2/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
2/1/2024,MTA Consolidated,Best Case (Apr 2022),0.782
2/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.717
2/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.652
3/1/2024,Subway,Best Case (Dec 2020),0.92
3/1/2024,Subway,Midpoint (Dec 2020),0.875
3/1/2024,Subway,Worst Case (Dec 2020),0.83
3/1/2024,Subway,Best Case (Apr 2022),0.776
3/1/2024,Subway,Midpoint (Apr 2022),0.7128
3/1/2024,Subway,Worst Case (Apr 2022),0.649
3/1/2024,Bus,Best Case (Dec 2020),0.91
3/1/2024,Bus,Midpoint (Dec 2020),0.875
3/1/2024,Bus,Worst Case (Dec 2020),0.84
3/1/2024,Bus,Best Case (Apr 2022),0.813
3/1/2024,Bus,Midpoint (Apr 2022),0.7479
3/1/2024,Bus,Worst Case (Apr 2022),0.683
3/1/2024,LIRR,Best Case (Dec 2020),0.87
3/1/2024,LIRR,Midpoint (Dec 2020),0.795
3/1/2024,LIRR,Worst Case (Dec 2020),0.72
3/1/2024,LIRR,Best Case (Apr 2022),0.794
3/1/2024,LIRR,Midpoint (Apr 2022),0.7187
3/1/2024,LIRR,Worst Case (Apr 2022),0.643
3/1/2024,MNR,Best Case (Dec 2020),0.83
3/1/2024,MNR,Midpoint (Dec 2020),0.74
3/1/2024,MNR,Worst Case (Dec 2020),0.65
3/1/2024,MNR,Best Case (Apr 2022),0.751
3/1/2024,MNR,Midpoint (Apr 2022),0.667
3/1/2024,MNR,Worst Case (Apr 2022),0.583
3/1/2024,SIR,Best Case (Dec 2020),0.92
3/1/2024,SIR,Midpoint (Dec 2020),0.875
3/1/2024,SIR,Worst Case (Dec 2020),0.83
3/1/2024,SIR,Best Case (Apr 2022),0.776
3/1/2024,SIR,Midpoint (Apr 2022),0.6492
3/1/2024,SIR,Worst Case (Apr 2022),0.649
3/1/2024,BT,Best Case (May 2020),1
3/1/2024,BT,Midpoint (May 2020),1
3/1/2024,BT,Worst Case (May 2020),1
3/1/2024,BT,Best Case (Nov 2020),1
3/1/2024,BT,Midpoint (Nov 2020),0.97
3/1/2024,BT,Worst Case (Nov 2020),0.94
3/1/2024,BT,Best Case (Dec 2020),1
3/1/2024,BT,Midpoint (Dec 2020),0.97
3/1/2024,BT,Worst Case (Dec 2020),0.94
3/1/2024,MTA Consolidated,Best Case (May 2020),1
3/1/2024,MTA Consolidated,Midpoint (May 2020),1
3/1/2024,MTA Consolidated,Worst Case (May 2020),1
3/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
3/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.84
3/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.76
3/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
3/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
3/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
3/1/2024,MTA Consolidated,Best Case (Apr 2022),0.786
3/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.72
3/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.655
4/1/2024,Subway,Best Case (Dec 2020),0.92
4/1/2024,Subway,Midpoint (Dec 2020),0.875
4/1/2024,Subway,Worst Case (Dec 2020),0.83
4/1/2024,Subway,Best Case (Apr 2022),0.772
4/1/2024,Subway,Midpoint (Apr 2022),0.7086
4/1/2024,Subway,Worst Case (Apr 2022),0.645
4/1/2024,Bus,Best Case (Dec 2020),0.91
4/1/2024,Bus,Midpoint (Dec 2020),0.875
4/1/2024,Bus,Worst Case (Dec 2020),0.84
4/1/2024,Bus,Best Case (Apr 2022),0.825
4/1/2024,Bus,Midpoint (Apr 2022),0.7586
4/1/2024,Bus,Worst Case (Apr 2022),0.692
4/1/2024,LIRR,Best Case (Dec 2020),0.87
4/1/2024,LIRR,Midpoint (Dec 2020),0.795
4/1/2024,LIRR,Worst Case (Dec 2020),0.72
4/1/2024,LIRR,Best Case (Apr 2022),0.794
4/1/2024,LIRR,Midpoint (Apr 2022),0.7187
4/1/2024,LIRR,Worst Case (Apr 2022),0.643
4/1/2024,MNR,Best Case (Dec 2020),0.83
4/1/2024,MNR,Midpoint (Dec 2020),0.74
4/1/2024,MNR,Worst Case (Dec 2020),0.65
4/1/2024,MNR,Best Case (Apr 2022),0.751
4/1/2024,MNR,Midpoint (Apr 2022),0.6663
4/1/2024,MNR,Worst Case (Apr 2022),0.582
4/1/2024,SIR,Best Case (Dec 2020),0.92
4/1/2024,SIR,Midpoint (Dec 2020),0.875
4/1/2024,SIR,Worst Case (Dec 2020),0.83
4/1/2024,SIR,Best Case (Apr 2022),0.772
4/1/2024,SIR,Midpoint (Apr 2022),0.6455
4/1/2024,SIR,Worst Case (Apr 2022),0.645
4/1/2024,BT,Best Case (May 2020),1
4/1/2024,BT,Midpoint (May 2020),1
4/1/2024,BT,Worst Case (May 2020),1
4/1/2024,BT,Best Case (Nov 2020),1
4/1/2024,BT,Midpoint (Nov 2020),0.97
4/1/2024,BT,Worst Case (Nov 2020),0.94
4/1/2024,BT,Best Case (Dec 2020),1
4/1/2024,BT,Midpoint (Dec 2020),0.97
4/1/2024,BT,Worst Case (Dec 2020),0.94
4/1/2024,MTA Consolidated,Best Case (May 2020),1
4/1/2024,MTA Consolidated,Midpoint (May 2020),1
4/1/2024,MTA Consolidated,Worst Case (May 2020),1
4/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
4/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.85
4/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.78
4/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
4/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
4/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
4/1/2024,MTA Consolidated,Best Case (Apr 2022),0.786
4/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.72
4/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.655
5/1/2024,Subway,Best Case (Dec 2020),0.92
5/1/2024,Subway,Midpoint (Dec 2020),0.875
5/1/2024,Subway,Worst Case (Dec 2020),0.83
5/1/2024,Subway,Best Case (Apr 2022),0.781
5/1/2024,Subway,Midpoint (Apr 2022),0.7167
5/1/2024,Subway,Worst Case (Apr 2022),0.653
5/1/2024,Bus,Best Case (Dec 2020),0.91
5/1/2024,Bus,Midpoint (Dec 2020),0.875
5/1/2024,Bus,Worst Case (Dec 2020),0.84
5/1/2024,Bus,Best Case (Apr 2022),0.83
5/1/2024,Bus,Midpoint (Apr 2022),0.7632
5/1/2024,Bus,Worst Case (Apr 2022),0.696
5/1/2024,LIRR,Best Case (Dec 2020),0.87
5/1/2024,LIRR,Midpoint (Dec 2020),0.795
5/1/2024,LIRR,Worst Case (Dec 2020),0.72
5/1/2024,LIRR,Best Case (Apr 2022),0.797
5/1/2024,LIRR,Midpoint (Apr 2022),0.7211
5/1/2024,LIRR,Worst Case (Apr 2022),0.645
5/1/2024,MNR,Best Case (Dec 2020),0.83
5/1/2024,MNR,Midpoint (Dec 2020),0.74
5/1/2024,MNR,Worst Case (Dec 2020),0.65
5/1/2024,MNR,Best Case (Apr 2022),0.753
5/1/2024,MNR,Midpoint (Apr 2022),0.6679
5/1/2024,MNR,Worst Case (Apr 2022),0.583
5/1/2024,SIR,Best Case (Dec 2020),0.92
5/1/2024,SIR,Midpoint (Dec 2020),0.875
5/1/2024,SIR,Worst Case (Dec 2020),0.83
5/1/2024,SIR,Best Case (Apr 2022),0.781
5/1/2024,SIR,Midpoint (Apr 2022),0.6527
5/1/2024,SIR,Worst Case (Apr 2022),0.653
5/1/2024,BT,Best Case (May 2020),1
5/1/2024,BT,Midpoint (May 2020),1
5/1/2024,BT,Worst Case (May 2020),1
5/1/2024,BT,Best Case (Nov 2020),1
5/1/2024,BT,Midpoint (Nov 2020),0.97
5/1/2024,BT,Worst Case (Nov 2020),0.94
5/1/2024,BT,Best Case (Dec 2020),1
5/1/2024,BT,Midpoint (Dec 2020),0.97
5/1/2024,BT,Worst Case (Dec 2020),0.94
5/1/2024,MTA Consolidated,Best Case (May 2020),1
5/1/2024,MTA Consolidated,Midpoint (May 2020),1
5/1/2024,MTA Consolidated,Worst Case (May 2020),1
5/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
5/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.85
5/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.78
5/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
5/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
5/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
5/1/2024,MTA Consolidated,Best Case (Apr 2022),0.793
5/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.727
5/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.661
6/1/2024,Subway,Best Case (Dec 2020),0.92
6/1/2024,Subway,Midpoint (Dec 2020),0.875
6/1/2024,Subway,Worst Case (Dec 2020),0.83
6/1/2024,Subway,Best Case (Apr 2022),0.789
6/1/2024,Subway,Midpoint (Apr 2022),0.7247
6/1/2024,Subway,Worst Case (Apr 2022),0.66
6/1/2024,Bus,Best Case (Dec 2020),0.91
6/1/2024,Bus,Midpoint (Dec 2020),0.875
6/1/2024,Bus,Worst Case (Dec 2020),0.84
6/1/2024,Bus,Best Case (Apr 2022),0.835
6/1/2024,Bus,Midpoint (Apr 2022),0.7678
6/1/2024,Bus,Worst Case (Apr 2022),0.7
6/1/2024,LIRR,Best Case (Dec 2020),0.87
6/1/2024,LIRR,Midpoint (Dec 2020),0.795
6/1/2024,LIRR,Worst Case (Dec 2020),0.72
6/1/2024,LIRR,Best Case (Apr 2022),0.8
6/1/2024,LIRR,Midpoint (Apr 2022),0.7236
6/1/2024,LIRR,Worst Case (Apr 2022),0.647
6/1/2024,MNR,Best Case (Dec 2020),0.83
6/1/2024,MNR,Midpoint (Dec 2020),0.74
6/1/2024,MNR,Worst Case (Dec 2020),0.65
6/1/2024,MNR,Best Case (Apr 2022),0.755
6/1/2024,MNR,Midpoint (Apr 2022),0.6694
6/1/2024,MNR,Worst Case (Apr 2022),0.584
6/1/2024,SIR,Best Case (Dec 2020),0.92
6/1/2024,SIR,Midpoint (Dec 2020),0.875
6/1/2024,SIR,Worst Case (Dec 2020),0.83
6/1/2024,SIR,Best Case (Apr 2022),0.789
6/1/2024,SIR,Midpoint (Apr 2022),0.6599
6/1/2024,SIR,Worst Case (Apr 2022),0.66
6/1/2024,BT,Best Case (May 2020),1
6/1/2024,BT,Midpoint (May 2020),1
6/1/2024,BT,Worst Case (May 2020),1
6/1/2024,BT,Best Case (Nov 2020),1
6/1/2024,BT,Midpoint (Nov 2020),0.97
6/1/2024,BT,Worst Case (Nov 2020),0.94
6/1/2024,BT,Best Case (Dec 2020),1
6/1/2024,BT,Midpoint (Dec 2020),0.97
6/1/2024,BT,Worst Case (Dec 2020),0.94
6/1/2024,MTA Consolidated,Best Case (May 2020),1
6/1/2024,MTA Consolidated,Midpoint (May 2020),1
6/1/2024,MTA Consolidated,Worst Case (May 2020),1
6/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
6/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.85
6/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.78
6/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
6/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
