Month,Agency,Projection,Recovery
12/1/2021,MTA Consolidated,Worst Case (Nov 2020),0.36
12/1/2021,MTA Consolidated,Best Case (Dec 2020),0.79
12/1/2021,MTA Consolidated,Midpoint (Dec 2020),0.57
12/1/2021,MTA Consolidated,Worst Case (Dec 2020),0.35
1/1/2022,Subway,Best Case (Dec 2020),0.83
1/1/2022,Subway,Midpoint (Dec 2020),0.67
1/1/2022,Subway,Worst Case (Dec 2020),0.51
1/1/2022,Bus,Best Case (Dec 2020),0.87
1/1/2022,Bus,Midpoint (Dec 2020),0.725
1/1/2022,Bus,Worst Case (Dec 2020),0.58
1/1/2022,LIRR,Best Case (Dec 2020),0.75
1/1/2022,LIRR,Midpoint (Dec 2020),0.605
1/1/2022,LIRR,Worst Case (Dec 2020),0.46
1/1/2022,MNR,Best Case (Dec 2020),0.69
1/1/2022,MNR,Midpoint (Dec 2020),0.55
1/1/2022,MNR,Worst Case (Dec 2020),0.41
1/1/2022,SIR,Best Case (Dec 2020),0.83
1/1/2022,SIR,Midpoint (Dec 2020),0.67
1/1/2022,SIR,Worst Case (Dec 2020),0.51
1/1/2022,BT,Best Case (May 2020),0.85
1/1/2022,BT,Midpoint (May 2020),0.775
1/1/2022,BT,Worst Case (May 2020),0.7
1/1/2022,BT,Best Case (Nov 2020),0.98
1/1/2022,BT,Midpoint (Nov 2020),0.92
1/1/2022,BT,Worst Case (Nov 2020),0.86
1/1/2022,BT,Best Case (Dec 2020),0.98
1/1/2022,BT,Midpoint (Dec 2020),0.92
1/1/2022,BT,Worst Case (Dec 2020),0.86
1/1/2022,MTA Consolidated,Best Case (May 2020),0.85
1/1/2022,MTA Consolidated,Midpoint (May 2020),0.725
1/1/2022,MTA Consolidated,Worst Case (May 2020),0.6
1/1/2022,MTA Consolidated,Best Case (Nov 2020),0.8
1/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.595
1/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.39
1/1/2022,MTA Consolidated,Best Case (Dec 2020),0.84
1/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.68
1/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.52
2/1/2022,Subway,Best Case (Dec 2020),0.83
2/1/2022,Subway,Midpoint (Dec 2020),0.67
2/1/2022,Subway,Worst Case (Dec 2020),0.51
2/1/2022,Bus,Best Case (Dec 2020),0.87
2/1/2022,Bus,Midpoint (Dec 2020),0.725
2/1/2022,Bus,Worst Case (Dec 2020),0.58
2/1/2022,LIRR,Best Case (Dec 2020),0.75
2/1/2022,LIRR,Midpoint (Dec 2020),0.605
2/1/2022,LIRR,Worst Case (Dec 2020),0.46
2/1/2022,MNR,Best Case (Dec 2020),0.69
2/1/2022,MNR,Midpoint (Dec 2020),0.55
2/1/2022,MNR,Worst Case (Dec 2020),0.41
2/1/2022,SIR,Best Case (Dec 2020),0.83
2/1/2022,SIR,Midpoint (Dec 2020),0.67
2/1/2022,SIR,Worst Case (Dec 2020),0.51
2/1/2022,BT,Best Case (May 2020),0.85
2/1/2022,BT,Midpoint (May 2020),0.8
2/1/2022,BT,Worst Case (May 2020),0.75
2/1/2022,BT,Best Case (Nov 2020),0.98
2/1/2022,BT,Midpoint (Nov 2020),0.92
2/1/2022,BT,Worst Case (Nov 2020),0.86
2/1/2022,BT,Best Case (Dec 2020),0.98
2/1/2022,BT,Midpoint (Dec 2020),0.92
2/1/2022,BT,Worst Case (Dec 2020),0.86
2/1/2022,MTA Consolidated,Best Case (May 2020),0.85
2/1/2022,MTA Consolidated,Midpoint (May 2020),0.725
2/1/2022,MTA Consolidated,Worst Case (May 2020),0.6
2/1/2022,MTA Consolidated,Best Case (Nov 2020),0.8
2/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.595
2/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.39
2/1/2022,MTA Consolidated,Best Case (Dec 2020),0.84
2/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.68
2/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.52
3/1/2022,Subway,Best Case (Dec 2020),0.83
3/1/2022,Subway,Midpoint (Dec 2020),0.67
3/1/2022,Subway,Worst Case (Dec 2020),0.51
3/1/2022,Bus,Best Case (Dec 2020),0.87
3/1/2022,Bus,Midpoint (Dec 2020),0.725
3/1/2022,Bus,Worst Case (Dec 2020),0.58
3/1/2022,LIRR,Best Case (Dec 2020),0.75
3/1/2022,LIRR,Midpoint (Dec 2020),0.605
3/1/2022,LIRR,Worst Case (Dec 2020),0.46
3/1/2022,MNR,Best Case (Dec 2020),0.69
3/1/2022,MNR,Midpoint (Dec 2020),0.55
3/1/2022,MNR,Worst Case (Dec 2020),0.41
3/1/2022,SIR,Best Case (Dec 2020),0.83
3/1/2022,SIR,Midpoint (Dec 2020),0.67
3/1/2022,SIR,Worst Case (Dec 2020),0.51
3/1/2022,BT,Best Case (May 2020),0.85
3/1/2022,BT,Midpoint (May 2020),0.825
3/1/2022,BT,Worst Case (May 2020),0.8
3/1/2022,BT,Best Case (Nov 2020),0.98
3/1/2022,BT,Midpoint (Nov 2020),0.92
3/1/2022,BT,Worst Case (Nov 2020),0.86
3/1/2022,BT,Best Case (Dec 2020),0.98
3/1/2022,BT,Midpoint (Dec 2020),0.92
3/1/2022,BT,Worst Case (Dec 2020),0.86
3/1/2022,MTA Consolidated,Best Case (May 2020),0.85
3/1/2022,MTA Consolidated,Midpoint (May 2020),0.725
3/1/2022,MTA Consolidated,Worst Case (May 2020),0.6
3/1/2022,MTA Consolidated,Best Case (Nov 2020),0.8
3/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.595
3/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.39
3/1/2022,MTA Consolidated,Best Case (Dec 2020),0.84
3/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.68
3/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.52
4/1/2022,Subway,Best Case (Dec 2020),0.86
4/1/2022,Subway,Midpoint (Dec 2020),0.745
4/1/2022,Subway,Worst Case (Dec 2020),0.63
4/1/2022,Subway,Best Case (Apr 2022),0.572
4/1/2022,Subway,Midpoint (Apr 2022),0.5642
4/1/2022,Subway,Worst Case (Apr 2022),0.556
4/1/2022,Bus,Best Case (Dec 2020),0.87
4/1/2022,Bus,Midpoint (Dec 2020),0.78
4/1/2022,Bus,Worst Case (Dec 2020),0.69
4/1/2022,Bus,Best Case (Apr 2022),0.615
4/1/2022,Bus,Midpoint (Apr 2022),0.6011
4/1/2022,Bus,Worst Case (Apr 2022),0.588
4/1/2022,LIRR,Best Case (Dec 2020),0.79
4/1/2022,LIRR,Midpoint (Dec 2020),0.675
4/1/2022,LIRR,Worst Case (Dec 2020),0.56
4/1/2022,LIRR,Best Case (Apr 2022),0.557
4/1/2022,LIRR,Midpoint (Apr 2022),0.546
4/1/2022,LIRR,Worst Case (Apr 2022),0.535
4/1/2022,MNR,Best Case (Dec 2020),0.74
4/1/2022,MNR,Midpoint (Dec 2020),0.625
4/1/2022,MNR,Worst Case (Dec 2020),0.51
4/1/2022,MNR,Best Case (Apr 2022),0.515
4/1/2022,MNR,Midpoint (Apr 2022),0.5074
4/1/2022,MNR,Worst Case (Apr 2022),0.499
4/1/2022,SIR,Best Case (Dec 2020),0.86
4/1/2022,SIR,Midpoint (Dec 2020),0.745
4/1/2022,SIR,Worst Case (Dec 2020),0.63
4/1/2022,SIR,Best Case (Apr 2022),0.572
4/1/2022,SIR,Midpoint (Apr 2022),0.556
4/1/2022,SIR,Worst Case (Apr 2022),0.556
4/1/2022,BT,Best Case (May 2020),0.9
4/1/2022,BT,Midpoint (May 2020),0.863
4/1/2022,BT,Worst Case (May 2020),0.825
4/1/2022,BT,Best Case (Nov 2020),1
4/1/2022,BT,Midpoint (Nov 2020),0.96
4/1/2022,BT,Worst Case (Nov 2020),0.92
4/1/2022,BT,Best Case (Dec 2020),1
4/1/2022,BT,Midpoint (Dec 2020),0.96
4/1/2022,BT,Worst Case (Dec 2020),0.92
4/1/2022,MTA Consolidated,Best Case (May 2020),0.9
4/1/2022,MTA Consolidated,Midpoint (May 2020),0.75
4/1/2022,MTA Consolidated,Worst Case (May 2020),0.6
4/1/2022,MTA Consolidated,Best Case (Nov 2020),0.84
4/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.66
4/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.48
4/1/2022,MTA Consolidated,Best Case (Dec 2020),0.86
4/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.75
4/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.64
4/1/2022,MTA Consolidated,Best Case (Apr 2022),0.5803
4/1/2022,MTA Consolidated,Midpoint (Apr 2022),0.5706
4/1/2022,MTA Consolidated,Worst Case (Apr 2022),0.561
5/1/2022,Subway,Best Case (Dec 2020),0.86
5/1/2022,Subway,Midpoint (Dec 2020),0.745
5/1/2022,Subway,Worst Case (Dec 2020),0.63
5/1/2022,Subway,Best Case (Apr 2022),0.589
5/1/2022,Subway,Midpoint (Apr 2022),0.5773
5/1/2022,Subway,Worst Case (Apr 2022),0.566
5/1/2022,Bus,Best Case (Dec 2020),0.87
5/1/2022,Bus,Midpoint (Dec 2020),0.78
5/1/2022,Bus,Worst Case (Dec 2020),0.69
5/1/2022,Bus,Best Case (Apr 2022),0.631
5/1/2022,Bus,Midpoint (Apr 2022),0.6139
5/1/2022,Bus,Worst Case (Apr 2022),0.597
5/1/2022,LIRR,Best Case (Dec 2020),0.79
5/1/2022,LIRR,Midpoint (Dec 2020),0.675
5/1/2022,LIRR,Worst Case (Dec 2020),0.56
5/1/2022,LIRR,Best Case (Apr 2022),0.571
5/1/2022,LIRR,Midpoint (Apr 2022),0.5566
5/1/2022,LIRR,Worst Case (Apr 2022),0.542
5/1/2022,MNR,Best Case (Dec 2020),0.74
5/1/2022,MNR,Midpoint (Dec 2020),0.625
5/1/2022,MNR,Worst Case (Dec 2020),0.51
5/1/2022,MNR,Best Case (Apr 2022),0.527
5/1/2022,MNR,Midpoint (Apr 2022),0.5159
5/1/2022,MNR,Worst Case (Apr 2022),0.505
5/1/2022,SIR,Best Case (Dec 2020),0.86
5/1/2022,SIR,Midpoint (Dec 2020),0.745
5/1/2022,SIR,Worst Case (Dec 2020),0.63
5/1/2022,SIR,Best Case (Apr 2022),0.589
5/1/2022,SIR,Midpoint (Apr 2022),0.5658
5/1/2022,SIR,Worst Case (Apr 2022),0.566
5/1/2022,BT,Best Case (May 2020),0.95
5/1/2022,BT,Midpoint (May 2020),0.9
5/1/2022,BT,Worst Case (May 2020),0.85
5/1/2022,BT,Best Case (Nov 2020),1
5/1/2022,BT,Midpoint (Nov 2020),0.96
5/1/2022,BT,Worst Case (Nov 2020),0.92
5/1/2022,BT,Best Case (Dec 2020),1
5/1/2022,BT,Midpoint (Dec 2020),0.96
5/1/2022,BT,Worst Case (Dec 2020),0.92
5/1/2022,MTA Consolidated,Best Case (May 2020),0.95
5/1/2022,MTA Consolidated,Midpoint (May 2020),0.775
5/1/2022,MTA Consolidated,Worst Case (May 2020),0.6
5/1/2022,MTA Consolidated,Best Case (Nov 2020),0.84
5/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.66
5/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.48
5/1/2022,MTA Consolidated,Best Case (Dec 2020),0.86
5/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.75
5/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.64
5/1/2022,MTA Consolidated,Best Case (Apr 2022),0.5965
5/1/2022,MTA Consolidated,Midpoint (Apr 2022),0.5834
5/1/2022,MTA Consolidated,Worst Case (Apr 2022),0.5703
6/1/2022,Subway,Best Case (Dec 2020),0.86
6/1/2022,Subway,Midpoint (Dec 2020),0.745
6/1/2022,Subway,Worst Case (Dec 2020),0.63
6/1/2022,Subway,Best Case (Apr 2022),0.605
6/1/2022,Subway,Midpoint (Apr 2022),0.5904
6/1/2022,Subway,Worst Case (Apr 2022),0.576
6/1/2022,Bus,Best Case (Dec 2020),0.87
6/1/2022,Bus,Midpoint (Dec 2020),0.78
6/1/2022,Bus,Worst Case (Dec 2020),0.69
6/1/2022,Bus,Best Case (Apr 2022),0.648
6/1/2022,Bus,Midpoint (Apr 2022),0.6267
6/1/2022,Bus,Worst Case (Apr 2022),0.605
6/1/2022,LIRR,Best Case (Dec 2020),0.79
6/1/2022,LIRR,Midpoint (Dec 2020),0.675
6/1/2022,LIRR,Worst Case (Dec 2020),0.56
6/1/2022,LIRR,Best Case (Apr 2022),0.585
6/1/2022,LIRR,Midpoint (Apr 2022),0.5673
6/1/2022,LIRR,Worst Case (Apr 2022),0.55
6/1/2022,MNR,Best Case (Dec 2020),0.74
6/1/2022,MNR,Midpoint (Dec 2020),0.625
6/1/2022,MNR,Worst Case (Dec 2020),0.51
6/1/2022,MNR,Best Case (Apr 2022),0.539
6/1/2022,MNR,Midpoint (Apr 2022),0.5245
6/1/2022,MNR,Worst Case (Apr 2022),0.51
6/1/2022,SIR,Best Case (Dec 2020),0.86
6/1/2022,SIR,Midpoint (Dec 2020),0.745
6/1/2022,SIR,Worst Case (Dec 2020),0.63
6/1/2022,SIR,Best Case (Apr 2022),0.605
6/1/2022,SIR,Midpoint (Apr 2022),0.5757
6/1/2022,SIR,Worst Case (Apr 2022),0.576
6/1/2022,BT,Best Case (May 2020),1
6/1/2022,BT,Midpoint (May 2020),0.938
6/1/2022,BT,Worst Case (May 2020),0.875
6/1/2022,BT,Best Case (Nov 2020),1
6/1/2022,BT,Midpoint (Nov 2020),0.96
6/1/2022,BT,Worst Case (Nov 2020),0.92
6/1/2022,BT,Best Case (Dec 2020),1
6/1/2022,BT,Midpoint (Dec 2020),0.96
6/1/2022,BT,Worst Case (Dec 2020),0.92
6/1/2022,MTA Consolidated,Best Case (May 2020),1
6/1/2022,MTA Consolidated,Midpoint (May 2020),0.813
6/1/2022,MTA Consolidated,Worst Case (May 2020),0.625
6/1/2022,MTA Consolidated,Best Case (Nov 2020),0.84
6/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.66
6/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.48
6/1/2022,MTA Consolidated,Best Case (Dec 2020),0.86
6/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.75
6/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.64
6/1/2022,MTA Consolidated,Best Case (Apr 2022),0.6126
6/1/2022,MTA Consolidated,Midpoint (Apr 2022),0.5962
6/1/2022,MTA Consolidated,Worst Case (Apr 2022),0.5797
7/1/2022,Subway,Best Case (Dec 2020),0.88
7/1/2022,Subway,Midpoint (Dec 2020),0.825
7/1/2022,Subway,Worst Case (Dec 2020),0.77
7/1/2022,Subway,Best Case (Apr 2022),0.625
7/1/2022,Subway,Midpoint (Apr 2022),0.6072
7/1/2022,Subway,Worst Case (Apr 2022),0.589
7/1/2022,Bus,Best Case (Dec 2020),0.88
7/1/2022,Bus,Midpoint (Dec 2020),0.83
7/1/2022,Bus,Worst Case (Dec 2020),0.78
7/1/2022,Bus,Best Case (Apr 2022),0.667
7/1/2022,Bus,Midpoint (Apr 2022),0.6421
7/1/2022,Bus,Worst Case (Apr 2022),0.617
7/1/2022,LIRR,Best Case (Dec 2020),0.82
7/1/2022,LIRR,Midpoint (Dec 2020),0.745
7/1/2022,LIRR,Worst Case (Dec 2020),0.67
7/1/2022,LIRR,Best Case (Apr 2022),0.597
7/1/2022,LIRR,Midpoint (Apr 2022),0.5763
7/1/2022,LIRR,Worst Case (Apr 2022),0.556
7/1/2022,MNR,Best Case (Dec 2020),0.79
7/1/2022,MNR,Midpoint (Dec 2020),0.705
7/1/2022,MNR,Worst Case (Dec 2020),0.62
7/1/2022,MNR,Best Case (Apr 2022),0.549
7/1/2022,MNR,Midpoint (Apr 2022),0.5315
7/1/2022,MNR,Worst Case (Apr 2022),0.514
7/1/2022,SIR,Best Case (Dec 2020),0.88
7/1/2022,SIR,Midpoint (Dec 2020),0.825
7/1/2022,SIR,Worst Case (Dec 2020),0.77
7/1/2022,SIR,Best Case (Apr 2022),0.625
7/1/2022,SIR,Midpoint (Apr 2022),0.5893
7/1/2022,SIR,Worst Case (Apr 2022),0.589
7/1/2022,BT,Best Case (May 2020),1
7/1/2022,BT,Midpoint (May 2020),0.95
7/1/2022,BT,Worst Case (May 2020),0.9
7/1/2022,BT,Best Case (Nov 2020),1
7/1/2022,BT,Midpoint (Nov 2020),0.97
7/1/2022,BT,Worst Case (Nov 2020),0.94
7/1/2022,BT,Best Case (Dec 2020),1
7/1/2022,BT,Midpoint (Dec 2020),0.97
7/1/2022,BT,Worst Case (Dec 2020),0.94
7/1/2022,MTA Consolidated,Best Case (May 2020),1
7/1/2022,MTA Consolidated,Midpoint (May 2020),0.825
7/1/2022,MTA Consolidated,Worst Case (May 2020),0.65
7/1/2022,MTA Consolidated,Best Case (Nov 2020),0.87
7/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.745
7/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.62
7/1/2022,MTA Consolidated,Best Case (Dec 2020),0.88
7/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.82
7/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.76
7/1/2022,MTA Consolidated,Best Case (Apr 2022),0.6317
7/1/2022,MTA Consolidated,Midpoint (Apr 2022),0.6119
7/1/2022,MTA Consolidated,Worst Case (Apr 2022),0.592
8/1/2022,Subway,Best Case (Dec 2020),0.88
8/1/2022,Subway,Midpoint (Dec 2020),0.825
8/1/2022,Subway,Worst Case (Dec 2020),0.77
8/1/2022,Subway,Best Case (Apr 2022),0.638
8/1/2022,Subway,Midpoint (Apr 2022),0.6166
8/1/2022,Subway,Worst Case (Apr 2022),0.595
8/1/2022,Bus,Best Case (Dec 2020),0.88
8/1/2022,Bus,Midpoint (Dec 2020),0.83
8/1/2022,Bus,Worst Case (Dec 2020),0.78
8/1/2022,Bus,Best Case (Apr 2022),0.681
8/1/2022,Bus,Midpoint (Apr 2022),0.6523
8/1/2022,Bus,Worst Case (Apr 2022),0.623
8/1/2022,LIRR,Best Case (Dec 2020),0.82
8/1/2022,LIRR,Midpoint (Dec 2020),0.745
8/1/2022,LIRR,Worst Case (Dec 2020),0.67
8/1/2022,LIRR,Best Case (Apr 2022),0.612
8/1/2022,LIRR,Midpoint (Apr 2022),0.5885
8/1/2022,LIRR,Worst Case (Apr 2022),0.565
8/1/2022,MNR,Best Case (Dec 2020),0.79
8/1/2022,MNR,Midpoint (Dec 2020),0.705
8/1/2022,MNR,Worst Case (Dec 2020),0.62
8/1/2022,MNR,Best Case (Apr 2022),0.562
8/1/2022,MNR,Midpoint (Apr 2022),0.5416
8/1/2022,MNR,Worst Case (Apr 2022),0.521
8/1/2022,SIR,Best Case (Dec 2020),0.88
8/1/2022,SIR,Midpoint (Dec 2020),0.825
8/1/2022,SIR,Worst Case (Dec 2020),0.77
8/1/2022,SIR,Best Case (Apr 2022),0.638
8/1/2022,SIR,Midpoint (Apr 2022),0.5954
8/1/2022,SIR,Worst Case (Apr 2022),0.595
8/1/2022,BT,Best Case (May 2020),1
8/1/2022,BT,Midpoint (May 2020),0.975
8/1/2022,BT,Worst Case (May 2020),0.95
8/1/2022,BT,Best Case (Nov 2020),1
8/1/2022,BT,Midpoint (Nov 2020),0.97
8/1/2022,BT,Worst Case (Nov 2020),0.94
8/1/2022,BT,Best Case (Dec 2020),1
8/1/2022,BT,Midpoint (Dec 2020),0.97
8/1/2022,BT,Worst Case (Dec 2020),0.94
8/1/2022,MTA Consolidated,Best Case (May 2020),1
8/1/2022,MTA Consolidated,Midpoint (May 2020),0.85
8/1/2022,MTA Consolidated,Worst Case (May 2020),0.7
8/1/2022,MTA Consolidated,Best Case (Nov 2020),0.87
8/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.745
8/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.62
8/1/2022,MTA Consolidated,Best Case (Dec 2020),0.88
8/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.82
8/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.76
8/1/2022,MTA Consolidated,Best Case (Apr 2022),0.645
8/1/2022,MTA Consolidated,Midpoint (Apr 2022),0.6217
8/1/2022,MTA Consolidated,Worst Case (Apr 2022),0.5984
9/1/2022,Subway,Best Case (Dec 2020),0.88
9/1/2022,Subway,Midpoint (Dec 2020),0.825
9/1/2022,Subway,Worst Case (Dec 2020),0.77
9/1/2022,Subway,Best Case (Apr 2022),0.651
9/1/2022,Subway,Midpoint (Apr 2022),0.6261
9/1/2022,Subway,Worst Case (Apr 2022),0.602
9/1/2022,Bus,Best Case (Dec 2020),0.88
9/1/2022,Bus,Midpoint (Dec 2020),0.83
9/1/2022,Bus,Worst Case (Dec 2020),0.78
9/1/2022,Bus,Best Case (Apr 2022),0.696
9/1/2022,Bus,Midpoint (Apr 2022),0.6624
9/1/2022,Bus,Worst Case (Apr 2022),0.629
9/1/2022,LIRR,Best Case (Dec 2020),0.82
9/1/2022,LIRR,Midpoint (Dec 2020),0.745
9/1/2022,LIRR,Worst Case (Dec 2020),0.67
9/1/2022,LIRR,Best Case (Apr 2022),0.627
9/1/2022,LIRR,Midpoint (Apr 2022),0.6008
9/1/2022,LIRR,Worst Case (Apr 2022),0.574
9/1/2022,MNR,Best Case (Dec 2020),0.79
9/1/2022,MNR,Midpoint (Dec 2020),0.705
9/1/2022,MNR,Worst Case (Dec 2020),0.62
9/1/2022,MNR,Best Case (Apr 2022),0.576
9/1/2022,MNR,Midpoint (Apr 2022),0.5516
9/1/2022,MNR,Worst Case (Apr 2022),0.527
9/1/2022,SIR,Best Case (Dec 2020),0.88
9/1/2022,SIR,Midpoint (Dec 2020),0.825
9/1/2022,SIR,Worst Case (Dec 2020),0.77
9/1/2022,SIR,Best Case (Apr 2022),0.651
9/1/2022,SIR,Midpoint (Apr 2022),0.6016
9/1/2022,SIR,Worst Case (Apr 2022),0.602
9/1/2022,BT,Best Case (May 2020),1
9/1/2022,BT,Midpoint (May 2020),1
9/1/2022,BT,Worst Case (May 2020),1
9/1/2022,BT,Best Case (Nov 2020),1
9/1/2022,BT,Midpoint (Nov 2020),0.97
9/1/2022,BT,Worst Case (Nov 2020),0.94
9/1/2022,BT,Best Case (Dec 2020),1
9/1/2022,BT,Midpoint (Dec 2020),0.97
9/1/2022,BT,Worst Case (Dec 2020),0.94
9/1/2022,MTA Consolidated,Best Case (May 2020),1
9/1/2022,MTA Consolidated,Midpoint (May 2020),0.875
9/1/2022,MTA Consolidated,Worst Case (May 2020),0.75
9/1/2022,MTA Consolidated,Best Case (Nov 2020),0.87
9/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.745
9/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.62
9/1/2022,MTA Consolidated,Best Case (Dec 2020),0.88
9/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.82
9/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.76
9/1/2022,MTA Consolidated,Best Case (Apr 2022),0.6582
9/1/2022,MTA Consolidated,Midpoint (Apr 2022),0.6315
9/1/2022,MTA Consolidated,Worst Case (Apr 2022),0.6047
10/1/2022,Subway,Best Case (Dec 2020),0.91
10/1/2022,Subway,Midpoint (Dec 2020),0.855
10/1/2022,Subway,Worst Case (Dec 2020),0.8
10/1/2022,Subway,Best Case (Apr 2022),0.675
10/1/2022,Subway,Midpoint (Apr 2022),0.6461
10/1/2022,Subway,Worst Case (Apr 2022),0.617
10/1/2022,Bus,Best Case (Dec 2020),0.9
10/1/2022,Bus,Midpoint (Dec 2020),0.855
10/1/2022,Bus,Worst Case (Dec 2020),0.81
10/1/2022,Bus,Best Case (Apr 2022),0.723
10/1/2022,Bus,Midpoint (Apr 2022),0.6838
10/1/2022,Bus,Worst Case (Apr 2022),0.644
10/1/2022,LIRR,Best Case (Dec 2020),0.85
10/1/2022,LIRR,Midpoint (Dec 2020),0.775
10/1/2022,LIRR,Worst Case (Dec 2020),0.7
10/1/2022,LIRR,Best Case (Apr 2022),0.652
10/1/2022,LIRR,Midpoint (Apr 2022),0.6217
10/1/2022,LIRR,Worst Case (Apr 2022),0.592
10/1/2022,MNR,Best Case (Dec 2020),0.83
10/1/2022,MNR,Midpoint (Dec 2020),0.74
10/1/2022,MNR,Worst Case (Dec 2020),0.65
10/1/2022,MNR,Best Case (Apr 2022),0.595
10/1/2022,MNR,Midpoint (Apr 2022),0.5676
10/1/2022,MNR,Worst Case (Apr 2022),0.54
10/1/2022,SIR,Best Case (Dec 2020),0.91
10/1/2022,SIR,Midpoint (Dec 2020),0.855
10/1/2022,SIR,Worst Case (Dec 2020),0.8
10/1/2022,SIR,Best Case (Apr 2022),0.675
10/1/2022,SIR,Midpoint (Apr 2022),0.6172
10/1/2022,SIR,Worst Case (Apr 2022),0.617
10/1/2022,BT,Best Case (May 2020),1
10/1/2022,BT,Midpoint (May 2020),1
10/1/2022,BT,Worst Case (May 2020),1
10/1/2022,BT,Best Case (Nov 2020),1
10/1/2022,BT,Midpoint (Nov 2020),0.97
10/1/2022,BT,Worst Case (Nov 2020),0.94
10/1/2022,BT,Best Case (Dec 2020),1
10/1/2022,BT,Midpoint (Dec 2020),0.97
10/1/2022,BT,Worst Case (Dec 2020),0.94
10/1/2022,MTA Consolidated,Best Case (May 2020),1
10/1/2022,MTA Consolidated,Midpoint (May 2020),0.9
10/1/2022,MTA Consolidated,Worst Case (May 2020),0.8
10/1/2022,MTA Consolidated,Best Case (Nov 2020),0.89
10/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.775
10/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.66
10/1/2022,MTA Consolidated,Best Case (Dec 2020),0.9
10/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.845
10/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.79
10/1/2022,MTA Consolidated,Best Case (Apr 2022),0.6833
10/1/2022,MTA Consolidated,Midpoint (Apr 2022),0.6517
10/1/2022,MTA Consolidated,Worst Case (Apr 2022),0.6201
11/1/2022,Subway,Best Case (Dec 2020),0.91
11/1/2022,Subway,Midpoint (Dec 2020),0.855
11/1/2022,Subway,Worst Case (Dec 2020),0.8
11/1/2022,Subway,Best Case (Apr 2022),0.676
11/1/2022,Subway,Midpoint (Apr 2022),0.645
11/1/2022,Subway,Worst Case (Apr 2022),0.614
11/1/2022,Bus,Best Case (Dec 2020),0.9
11/1/2022,Bus,Midpoint (Dec 2020),0.855
11/1/2022,Bus,Worst Case (Dec 2020),0.81
11/1/2022,Bus,Best Case (Apr 2022),0.724
11/1/2022,Bus,Midpoint (Apr 2022),0.6826
11/1/2022,Bus,Worst Case (Apr 2022),0.642
11/1/2022,LIRR,Best Case (Dec 2020),0.85
11/1/2022,LIRR,Midpoint (Dec 2020),0.775
11/1/2022,LIRR,Worst Case (Dec 2020),0.7
11/1/2022,LIRR,Best Case (Apr 2022),0.658
11/1/2022,LIRR,Midpoint (Apr 2022),0.6253
11/1/2022,LIRR,Worst Case (Apr 2022),0.592
11/1/2022,MNR,Best Case (Dec 2020),0.83
11/1/2022,MNR,Midpoint (Dec 2020),0.74
11/1/2022,MNR,Worst Case (Dec 2020),0.65
11/1/2022,MNR,Best Case (Apr 2022),0.603
11/1/2022,MNR,Midpoint (Apr 2022),0.5717
11/1/2022,MNR,Worst Case (Apr 2022),0.541
11/1/2022,SIR,Best Case (Dec 2020),0.91
11/1/2022,SIR,Midpoint (Dec 2020),0.855
11/1/2022,SIR,Worst Case (Dec 2020),0.8
11/1/2022,SIR,Best Case (Apr 2022),0.676
11/1/2022,SIR,Midpoint (Apr 2022),0.6139
11/1/2022,SIR,Worst Case (Apr 2022),0.614
